u,v,corridor,corridor_type,approx_edge_betweenness
1967799945,2970143335,C. A. Levendag Street,Named corridor,0.0010183299389002036
1946875644,1927155478,Durat Road,Named corridor,0.0010183299389002036
4284328373,4284328375,Unnamed / Residential,Residual road group,0.0010183299389002036
278331968,1640060573,Jordan Road,Named corridor,0.0010183299389002036
13206464868,13206464869,Unnamed / Residential,Residual road group,0.0010183299389002036
1927155601,1927155290,Aaron Jacbo's Drive,Named corridor,0.0010183299389002036
3456889794,4274611894,Unnamed / Residential,Residual road group,0.0010183299389002036
5108128441,2669988943,Emerald Merit Road,Named corridor,0.0010183299389002036
5113997839,5105862510,Unnamed / Residential,Residual road group,0.0010183299389002036
5111075662,5322410660,Pendant Cactus Road,Named corridor,0.0010183299389002036
4283348351,4283348344,Unnamed / Residential,Residual road group,0.0010183299389002036
5105876921,5105876923,Unnamed / Residential,Residual road group,0.0010183299389002036
5079781040,5109208531,Gulf Scallop Drive,Named corridor,0.0010183299389002036
1973316129,1111818537,Anna's Hoop Estate Road,Named corridor,0.001015784114052953
5105844527,5105844552,Guiro Road,Named corridor,0.0010132382892057026
3656813308,3656813314,Sedums Cactus Drive,Named corridor,0.0010132382892057026
3656813308,3656813311,Prickle Pear Road,Named corridor,0.0010132382892057026
5317343969,5116691676,Unnamed / Residential,Residual road group,0.0010132382892057026
303239170,1760740328,Unnamed / Residential,Residual road group,0.0010132382892057026
5105844548,5081629625,Unnamed / Residential,Residual road group,0.0010132382892057026
271803846,271803530,Staghorn Coral Road,Named corridor,0.0010132382892057026
1795426220,1795426208,Cork Tree Drive,Named corridor,0.0010132382892057026
5092392131,3975798066,L. van Beethoven Road,Named corridor,0.0010132382892057026
4283376100,303247295,Almond Grove Road,Named corridor,0.0010132382892057026
1790168112,5107885218,Unnamed / Residential,Residual road group,0.0010081466395112015
1795516018,1795515894,Limpet Road,Named corridor,0.0010081466395112015
4283387704,5105967734,Lakeside Drive,Named corridor,0.0010081466395112015
271803507,271803514,Beacon Hill Road,Named corridor,0.0010081466395112015
5118264423,5118264318,Unnamed / Residential,Residual road group,0.0010081466395112015
5118264423,5118264320,Unnamed / Residential,Residual road group,0.0010081466395112015
271976491,271976519,Melford Hazel Road,Named corridor,0.001005600814663951
303247947,3704237221,Opal Road,Named corridor,0.0010030549898167006
558702377,303252854,Goldfinch Road,Named corridor,0.0010005091649694501
1790155105,1033360501,Airport Roundabout,Named corridor,0.0009979633401221994
4283271698,5106558290,Monrovia Road,Named corridor,0.0009979633401221994
1703119667,271809288,Long Wall Road,Named corridor,0.0009979633401221994
303242743,1918600227,Queen of Flowers Road,Named corridor,0.0009979633401221994
303238661,303238660,Watermelon Road,Named corridor,0.0009979633401221994
303244325,303244639,Nazareth Road,Named corridor,0.0009979633401221994
303242643,5082464626,Radish Road,Named corridor,0.0009928716904276985
303255047,558621716,Grounddove Road,Named corridor,0.0009928716904276985
303240459,303240457,Beryl Richardson Road,Named corridor,0.0009877800407331976
5079795128,5108014130,Unnamed / Residential,Residual road group,0.0009877800407331976
1739739666,1739739668,Golden Grove Estate Road,Named corridor,0.000985234215885947
303241435,303241436,Ebenezer Road,Named corridor,0.0009826883910386964
1927340464,1947054193,Zoutsteeg,Named corridor,0.0009699592668024439
303240581,303240033,Melford A. Hazel Road,Named corridor,0.0009674134419551934
1927155689,303242877,Hybiscus Road,Named corridor,0.0009674134419551934
1111818754,1109448575,Sugar Mill Estate Road,Named corridor,0.0009674134419551934
303240457,303240581,Beryl Richardson Road,Named corridor,0.0009648676171079429
1927155448,1927155411,Poinsetta Road,Named corridor,0.0009521384928716903
1946850257,303238980,Saint Peters Road,Named corridor,0.0009394093686354378
272111681,272111734,Sr. Modesta Road,Named corridor,0.0009368635437881873
303239536,303239539,Peach Road,Named corridor,0.0009317718940936863
5081682851,4284362448,North Spring Drive,Named corridor,0.0009292260692464357
1927340436,4284485786,Isis Road,Named corridor,0.0009266802443991853
279561403,271809259,Fort Willem Road,Named corridor,0.0009241344195519348
1918600227,303243512,Queen of Flowers Road,Named corridor,0.0009241344195519348
303240190,303240270,Lionel Alexander Richardson Road,Named corridor,0.0009215885947046842
5298457701,5298457700,Unnamed / Residential,Residual road group,0.0009114052953156822
303239539,1840729295,Peach Road,Named corridor,0.0009063136456211813
4283387764,4283387758,Windsor Road,Named corridor,0.0009012219959266802
5101763243,4283347877,Orange Grove Road,Named corridor,0.0008986761710794296
5106547756,303244655,Félix Marlin Road,Named corridor,0.0008935845213849286
1111757770,3656887990,Zorg en Rust Road,Named corridor,0.0008859470468431771
2970143305,5111243519,Unnamed / Residential,Residual road group,0.0008859470468431771
271809288,1947705542,Unnamed / Secondary Link,Residual road group,0.0008834012219959267
272111712,272111715,Simpson Bay Road,Named corridor,0.0008808553971486761
4284366861,4284366863,Milton's Drive,Named corridor,0.0008808553971486761
5106176819,5106176814,Unnamed / Residential,Residual road group,0.0008706720977596741
3936303352,3656887990,Zorg en Rust Road,Named corridor,0.0008706720977596741
5081102791,279563168,Thyme Drive,Named corridor,0.0008655804480651731
5106142941,5106142937,Unnamed / Residential,Residual road group,0.0008655804480651731
1927340464,271803050,C.A. Cannegieter Street,Named corridor,0.0008528513238289206
5102708801,1947680274,Emmaplein,Named corridor,0.00085030549898167
4329433717,1892258625,Bimini Road,Named corridor,0.000845213849287169
1927340461,1927340464,Zoutsteeg,Named corridor,0.0008426680244399185
4284485730,1639802175,Crocus Road,Named corridor,0.000840122199592668
303245597,5103667447,Mathew's Lane,Named corridor,0.000835030549898167
4283330609,1791645405,Chin Cactus Road,Named corridor,0.0008273930753564154
1973316147,1111818500,Happey Estate Road,Named corridor,0.0008197556008146639
303238681,303238968,Lemon Road,Named corridor,0.0008121181262729124
303240147,303240148,Ebenezer Road,Named corridor,0.0008121181262729124
271823436,271823435,Lion Road,Named corridor,0.0008070264765784114
1109617146,5327905183,Guadeloupe Road,Named corridor,0.0007942973523421588
271824183,4284401599,Basseterre Road,Named corridor,0.0007942973523421588
5106176814,4284366861,Bern Drive,Named corridor,0.0007942973523421588
272111019,272110998,Rabbit Road,Named corridor,0.0007892057026476578
303239525,5082464650,Pear Road,Named corridor,0.0007866598778004073
5091285963,5091285973,Spanish Fort Road,Named corridor,0.0007841140529531568
4284366861,3656887985,Bern Drive,Named corridor,0.0007841140529531568
4283347877,1795427878,Orange Grove Road,Named corridor,0.0007764765784114053
5086477014,5103489306,Paradise Island Road,Named corridor,0.0007739307535641547
5082223675,5103638596,Paradise Island Road,Named corridor,0.0007739307535641547
5118409145,1927340435,Flamboyant Road,Named corridor,0.0007713849287169042
3980929748,271823411,Puma Road,Named corridor,0.0007662932790224032
271809259,279561403,Fort Willem Road,Named corridor,0.0007612016293279022
1111818476,5110714044,Golden Grove Estate Road,Named corridor,0.0007535641547861507
5082484557,5113124681,Unnamed / Residential,Residual road group,0.0007535641547861507
303238969,303238971,Lemon Road,Named corridor,0.0007535641547861507
271803047,1947048679,C.A. Cannegieter Street,Named corridor,0.0007433808553971486
3656887990,3936303352,Zorg en Rust Road,Named corridor,0.0007382892057026476
5082464650,5082464649,Pear Road,Named corridor,0.0007357433808553971
5105705504,4284362426,Unresolved multi-name edge,Residual road group,0.0007281059063136456
303238971,303238969,Lemon Road,Named corridor,0.000725560081466395
271823444,271823441,Hyena Road,Named corridor,0.0007230142566191446
1639802353,5105797417,Quilletor Drive,Named corridor,0.0007230142566191446
1111818665,1111794254,Prospect Estate Road,Named corridor,0.0007179226069246435
303240528,303240489,Lionel Alexander Richardson Road,Named corridor,0.0007179226069246435
303244645,303244641,Ch. Maccow Road,Named corridor,0.0007179226069246435
1946814874,5081703451,Sunflower Road,Named corridor,0.0007077393075356415
9464446358,9464446348,Unnamed / Tertiary Link,Residual road group,0.0007077393075356415
1947048687,1947048697,Sint Jan Steeg,Named corridor,0.000705193482688391
1840734742,5102675281,N. Debrot Street,Named corridor,0.0006899185336048879
5082464649,303239536,Pear Road,Named corridor,0.000684826883910387
303238969,303238968,Lemon Road,Named corridor,0.000684826883910387
1795427878,4983625021,Orange Grove Road,Named corridor,0.0006797352342158859
5081703451,1946814874,Sunflower Road,Named corridor,0.0006797352342158859
1951097065,3674475089,C.A. Cannegieter Street,Named corridor,0.0006720977596741343
3704351470,3657930403,Ginger Road,Named corridor,0.0006720977596741343
5102708801,271809226,Emma Plein,Named corridor,0.0006670061099796334
303242283,303242294,Reward Road,Named corridor,0.0006593686354378818
303239170,303238664,Watermelon Road,Named corridor,0.0006568228105906313
303242877,303242883,Buttercup Road,Named corridor,0.0006517311608961303
1739739668,1109448619,Belvedere Roundabout,Named corridor,0.0006313645621181263
271823377,271823400,Cougar Road,Named corridor,0.0006288187372708757
5109164370,303240021,Ebenezer Road,Named corridor,0.0006288187372708757
303240145,303240143,Ebenezer Road,Named corridor,0.0006288187372708757
271823457,4283312641,Unresolved multi-name edge,Residual road group,0.0006186354378818736
1791645405,3656813312,The Keys Road,Named corridor,0.0006160896130346232
1947680274,271798704,Unnamed / Secondary Link,Residual road group,0.0006109979633401221
4983625021,303246973,Orange Grove Road,Named corridor,0.0005931771894093686
6693549245,5106142937,Opuntia Cactus Road,Named corridor,0.0005855397148676171
303240143,5109164370,Ebenezer Road,Named corridor,0.0005829938900203666
5298457701,1795426206,Narrow Road,Named corridor,0.0005779022403258656
303247127,303247128,Narrow Road,Named corridor,0.0005524439918533604
272111711,272111694,Simpson Bay Road,Named corridor,0.00054989816700611
5081703451,1946839582,Sunflower Road,Named corridor,0.0005448065173116089
5107695011,5107695012,Unnamed / Residential,Residual road group,0.0005397148676171079
1947054193,3134903557,Achterstraat,Named corridor,0.0005397148676171079
1111818725,1111818528,Rockland Estate Road,Named corridor,0.0005346232179226068
279561438,279561492,Fort Hill Road,Named corridor,0.0005346232179226068
5102708801,271803027,Emmaplein,Named corridor,0.0005320773930753564
303239075,303239073,Cantalope Road,Named corridor,0.0005320773930753564
271803846,271803847,Sea Urchin Road,Named corridor,0.0005269857433808554
303246440,303246443,The Hope Estate Road,Named corridor,0.0005218940936863543
5081832628,303240965,Carrot Road,Named corridor,0.0005218940936863543
303240270,303240269,Lionel Alexander Richardson Road,Named corridor,0.0005218940936863543
303245875,7507322926,The Keys Road,Named corridor,0.0005218940936863543
1891813867,5091337649,Long Wall Road,Named corridor,0.0005218940936863543
303238968,303238681,Lemon Road,Named corridor,0.0005193482688391039
271823431,271823435,Lion Road,Named corridor,0.0005193482688391039
271976519,271976527,Melford Hazel Road,Named corridor,0.0005193482688391039
1111821484,303240146,Ebenezer Road,Named corridor,0.0005193482688391039
303253293,303253298,Pigeon Road,Named corridor,0.0005193482688391039
279561403,279561404,Fort Willem Road,Named corridor,0.0005168024439918533
1840729302,303241050,Tomato Road,Named corridor,0.0005142566191446028
271803530,271803526,Staghorn Coral Road,Named corridor,0.0005117107942973524
303247383,303247373,Country Club Drive,Named corridor,0.0005117107942973524
4284398485,5105174593,Unresolved multi-name edge,Residual road group,0.0005091649694501018
2669896497,2669896926,Unnamed / Residential,Residual road group,0.0005091649694501018
5081663896,5081663897,Sage Drive,Named corridor,0.0005091649694501018
3656887982,4284401915,Georgetown Drive,Named corridor,0.0005091649694501018
2669988805,6695725197,Unnamed / Residential,Residual road group,0.0005091649694501018
4283105690,3194134757,Pen Shell Road,Named corridor,0.0005091649694501018
3412399576,2644100886,Union Road,Named corridor,0.0005091649694501018
1639802195,2669896902,Unnamed / Residential,Residual road group,0.0005091649694501018
279563168,279563171,Wintergreen Drive,Named corridor,0.0005091649694501018
4283105690,12174962904,Wavy Clam Road,Named corridor,0.0005091649694501018
1840738793,5109211106,Carved Star Shell Road,Named corridor,0.0005091649694501018
303247229,5101763251,Wesley Lane,Named corridor,0.0005091649694501018
303247229,11827164760,Unnamed / Residential,Residual road group,0.0005091649694501018
1868688321,1868688322,Gum Tree Drive,Named corridor,0.0005091649694501018
3283102489,5109568459,Unnamed / Residential,Residual road group,0.0005091649694501018
4283348343,5119429519,Archimedes Street,Named corridor,0.0005091649694501018
303246944,303246942,Well Road,Named corridor,0.0005091649694501018
1639802172,1927155369,Unnamed / Residential,Residual road group,0.0005091649694501018
303246940,303246959,Wesley Street,Named corridor,0.0005091649694501018
2669896778,2669896769,Cuba Drive,Named corridor,0.0005091649694501018
271824219,6695229446,Unnamed / Residential,Residual road group,0.0005091649694501018
5105924012,5105924013,Unnamed / Residential,Residual road group,0.0005091649694501018
1640060573,1792968573,Jordan Road,Named corridor,0.0005091649694501018
5079806047,5105174600,Unnamed / Residential,Residual road group,0.0005091649694501018
5091285963,5119570485,Unnamed / Residential,Residual road group,0.0005091649694501018
3656887991,5105174586,Martinique Road,Named corridor,0.0005091649694501018
250656108,2970143291,Oak Tree Road,Named corridor,0.0005091649694501018
4284425952,4284425980,Unnamed / Residential,Residual road group,0.0005091649694501018
5105174602,5105174601,Blanquilla Drive,Named corridor,0.0005091649694501018
2146379904,2146379905,Tassel Road,Named corridor,0.0005091649694501018
5105174611,5105174603,Bridgetown Drive,Named corridor,0.0005091649694501018
4284398485,4284401600,Saba Road,Named corridor,0.0005091649694501018
2669989135,2669989159,Unnamed / Residential,Residual road group,0.0005091649694501018
4284366872,6693516599,Unnamed / Residential,Residual road group,0.0005091649694501018
4284402192,5105271250,Road Town Drive,Named corridor,0.0005091649694501018
2669989135,5109550103,Unnamed / Residential,Residual road group,0.0005091649694501018
4284401944,4284401950,Mount William Drive,Named corridor,0.0005091649694501018
4284401913,12648620813,Woods Drive,Named corridor,0.0005091649694501018
279561492,5120378233,Fort Hill Road,Named corridor,0.0005091649694501018
5100220545,5100220546,Cockspur Tree Drive,Named corridor,0.0005091649694501018
1639802302,5105174613,Bryson's Drive,Named corridor,0.0005091649694501018
2669988805,6695725125,Unnamed / Residential,Residual road group,0.0005091649694501018
2146379904,4284425983,Unnamed / Residential,Residual road group,0.0005091649694501018
5082062350,5116134151,Mildrum Road,Named corridor,0.0005091649694501018
5103937163,6695328674,Unnamed / Residential,Residual road group,0.0005091649694501018
5103937163,5103937169,Unnamed / Residential,Residual road group,0.0005091649694501018
5081707006,5081749208,Uxbridge Drive,Named corridor,0.0005091649694501018
5081707006,5105928238,Unnamed / Residential,Residual road group,0.0005091649694501018
5081682853,5081682869,Christian Sted Drive,Named corridor,0.0005091649694501018
5081682853,5105705512,Unnamed / Residential,Residual road group,0.0005091649694501018
1891815948,1891815946,Pomp Steeg,Named corridor,0.0005091649694501018
271824180,5105941189,Unnamed / Residential,Residual road group,0.0005091649694501018
1973316144,1111818588,Careta Estate Road,Named corridor,0.0005091649694501018
1111818633,1111818730,Rockland Estate Road,Named corridor,0.0005091649694501018
5318904028,5318904030,Unnamed / Residential,Residual road group,0.0005091649694501018
4283281282,12648620844,Unnamed / Residential,Residual road group,0.0005091649694501018
303244110,303290880,Mount Pele Road,Named corridor,0.0005091649694501018
303244090,303244173,Brimstone Hill Road,Named corridor,0.0005091649694501018
3656830465,5103667450,Crown Cactus Drive,Named corridor,0.0005091649694501018
4283387767,5651261036,Unnamed / Living Street,Residual road group,0.0005091649694501018
303246983,4283348359,J.H. de la Feunte Street,Named corridor,0.0005091649694501018
1891815949,3672316555,Visser Steeg,Named corridor,0.0005091649694501018
279563150,5319210078,Tansy Drive,Named corridor,0.0005091649694501018
279563150,279563163,Blyden's Drive,Named corridor,0.0005091649694501018
12648583064,5082534987,Unnamed / Residential,Residual road group,0.0005091649694501018
3658399364,12648620849,Unnamed / Residential,Residual road group,0.0005091649694501018
5109696701,5109696702,Unnamed / Residential,Residual road group,0.0005091649694501018
1947004367,271823506,Llama Drive,Named corridor,0.0005091649694501018
271823457,5091462626,Hamster Drive,Named corridor,0.0005091649694501018
303247274,5119429707,Unnamed / Residential,Residual road group,0.0005091649694501018
5082062350,5082062351,Unnamed / Residential,Residual road group,0.0005091649694501018
271802889,5082523271,Unnamed / Residential,Residual road group,0.0005091649694501018
5640098479,2146379903,Roses Road,Named corridor,0.0005091649694501018
5640098479,2146379901,Unnamed / Residential,Residual road group,0.0005091649694501018
303242743,303242745,Arbutus Road,Named corridor,0.0005091649694501018
303244061,5103240320,Unnamed / Residential,Residual road group,0.0005091649694501018
3975815366,3975815357,Unnamed / Residential,Residual road group,0.0005091649694501018
3975815366,5092392133,Unnamed / Residential,Residual road group,0.0005091649694501018
5119429426,3980931644,Celsius Road,Named corridor,0.0005091649694501018
5103638596,5105862513,Unnamed / Residential,Residual road group,0.0005091649694501018
5298457700,4983625034,Unnamed / Residential,Residual road group,0.0005091649694501018
11827164756,11827164754,Unnamed / Residential,Residual road group,0.0005091649694501018
3657826862,3657826858,Unnamed / Residential,Residual road group,0.0005091649694501018
303245174,5081326722,Belvédère Drive,Named corridor,0.0005091649694501018
3657907536,4284426407,Dominica Road,Named corridor,0.0005091649694501018
271823455,279565022,Unnamed / Residential,Residual road group,0.0005091649694501018
3657247441,5081173701,Bison Drive,Named corridor,0.0005091649694501018
279563498,279563496,Zebra Drive,Named corridor,0.0005091649694501018
303246973,5098670871,Royal Palm Drive,Named corridor,0.0005091649694501018
303243491,303290748,Match-Me Drive,Named corridor,0.0005091649694501018
5105872954,5120268152,Unnamed / Residential,Residual road group,0.0005091649694501018
5105872954,5112973760,Unnamed / Residential,Residual road group,0.0005091649694501018
5101763243,303249770,Cabbage Palm Drive,Named corridor,0.0005091649694501018
5080925918,5317139533,Unnamed / Residential,Residual road group,0.0005091649694501018
5080925918,5105749624,Marina Terrace,Named corridor,0.0005091649694501018
8587179325,2535486753,Unresolved multi-name edge,Residual road group,0.0005091649694501018
3658399359,3658399378,Unnamed / Residential,Residual road group,0.0005091649694501018
3658399364,3658399362,Unnamed / Residential,Residual road group,0.0005091649694501018
3658373292,5097687245,Niger Road,Named corridor,0.0005091649694501018
4983625021,4983625022,Queens Palm Drive,Named corridor,0.0005091649694501018
303243493,1946839583,Bluebell Drive,Named corridor,0.0005091649694501018
5106576376,5106577174,Unnamed / Residential,Residual road group,0.0005091649694501018
1111821486,1111821488,Pieter Hassel Road,Named corridor,0.0005091649694501018
1111844952,1111844953,The Ranch Drive,Named corridor,0.0005091649694501018
1111821486,1111821489,Pieter Hassel Road,Named corridor,0.0005091649694501018
2970143301,12646776184,Evergreen Tree Road,Named corridor,0.0005091649694501018
12459569246,12459569230,Unnamed / Residential,Residual road group,0.0005091649694501018
250656105,1790488003,Bill Bill Drive,Named corridor,0.0005091649694501018
2970143312,2970143295,Richmond Drive,Named corridor,0.0005091649694501018
271824180,5105941187,Unnamed / Residential,Residual road group,0.0005091649694501018
1790494663,1790494629,Sandbox Tree Drive,Named corridor,0.0005091649694501018
12459569246,2970143334,Manjack Drive,Named corridor,0.0005091649694501018
279563149,5088410318,Sparrell Drive,Named corridor,0.0005091649694501018
5091285968,279561671,Fort Hill Road,Named corridor,0.0005091649694501018
3194083998,5116080454,Unnamed / Residential,Residual road group,0.0005091649694501018
1111818630,1111818592,Foga Estate Road,Named corridor,0.0005091649694501018
1111818645,5110714058,Freeland Estate Road,Named corridor,0.0005091649694501018
3194084010,3657008619,The Valley Drive,Named corridor,0.0005091649694501018
4284401626,4284401646,Castries Drive,Named corridor,0.0005091649694501018
12648583064,12648583081,Paramaribo Drive,Named corridor,0.0005091649694501018
1868688326,5108101023,Unnamed / Residential,Residual road group,0.0005091649694501018
1973273421,13027091235,Belle Tree Drive,Named corridor,0.0005091649694501018
1868688325,5108101022,Unnamed / Residential,Residual road group,0.0005091649694501018
4284485847,5081647912,Catapult Drive,Named corridor,0.0005091649694501018
1795421200,303247376,Port de Plaisance Roundabout,Named corridor,0.0005091649694501018
5106110762,5106110759,Unnamed / Residential,Residual road group,0.0005091649694501018
1795426208,5108100020,Marianne Estate Drive,Named corridor,0.0005091649694501018
5081747546,5106235648,Unnamed / Residential,Residual road group,0.0005091649694501018
12925499612,5103937161,Vine Cactus Drive,Named corridor,0.0005091649694501018
12741558235,12741558231,Unnamed / Residential,Residual road group,0.0005091649694501018
5107794655,5107794661,Inagua Island Drive,Named corridor,0.0005091649694501018
5118264320,5118264421,Unnamed / Residential,Residual road group,0.0005091649694501018
5108089368,5109583604,Unnamed / Residential,Residual road group,0.0005091649694501018
5108089368,5108089375,Unnamed / Residential,Residual road group,0.0005091649694501018
13076637177,13076637178,Unnamed / Unclassified,Residual road group,0.0005091649694501018
5082413268,5082413271,Unnamed / Residential,Residual road group,0.0005091649694501018
4284327744,5116080465,Berlin Drive,Named corridor,0.0005091649694501018
4284327710,4284327711,Unnamed / Residential,Residual road group,0.0005091649694501018
7514153252,7514153254,Umbrella Cactus Road,Named corridor,0.0005091649694501018
5319059731,5081647920,Plough Drive,Named corridor,0.0005091649694501018
3657008832,3657008831,Davis Drive,Named corridor,0.0005091649694501018
3194084000,4284327629,Unnamed / Residential,Residual road group,0.0005091649694501018
5105924015,5105924016,Unnamed / Residential,Residual road group,0.0005091649694501018
4284327680,5106144240,Unnamed / Residential,Residual road group,0.0005091649694501018
4284327689,5110653793,Unnamed / Residential,Residual road group,0.0005091649694501018
303245977,303245979,Unnamed / Residential,Residual road group,0.0005091649694501018
3194144108,4283103436,Canoe Shell Road,Named corridor,0.0005091649694501018
4283103412,4283103404,Ivory Shell Drive,Named corridor,0.0005091649694501018
303245931,3974366568,Fig Shell Drive,Named corridor,0.0005091649694501018
1868688326,5108101066,Unnamed / Residential,Residual road group,0.0005091649694501018
5319274369,5319274371,Imperial Shell Drive,Named corridor,0.0005091649694501018
303246184,4283103417,Unnamed / Residential,Residual road group,0.0005091649694501018
5107989768,13373565432,Unnamed / Residential,Residual road group,0.0005091649694501018
1109617240,1109617234,Amsterdam Road,Named corridor,0.0005091649694501018
4283271746,3975866820,Felix Marlin Road,Named corridor,0.0005091649694501018
5105707340,303244601,Cayenne Road,Named corridor,0.0005091649694501018
5116267618,5116268021,Unnamed / Living Street,Residual road group,0.0005091649694501018
1111757638,5105271282,Unnamed / Residential,Residual road group,0.0005091649694501018
5105805994,5086471492,Unnamed / Residential,Residual road group,0.0005091649694501018
303245977,3974366447,Guana Bay Road,Named corridor,0.0005091649694501018
1790182556,1790182472,Unnamed / Residential,Residual road group,0.0005091649694501018
1790182556,1790182562,Amazone Road,Named corridor,0.0005091649694501018
1790182411,1790182413,Mississippi Drive,Named corridor,0.0005091649694501018
1790176497,1790176499,Blue Marine Road,Named corridor,0.0005091649694501018
1791647083,1791647080,Unnamed / Residential,Residual road group,0.0005091649694501018
5081895367,5081895361,Unnamed / Residential,Residual road group,0.0005091649694501018
1791649355,7503354099,Hispaniola Road,Named corridor,0.0005091649694501018
1791647062,1791647075,Unnamed / Residential,Residual road group,0.0005091649694501018
4283330609,5103841084,Chin Cactus Drive,Named corridor,0.0005091649694501018
303291719,2970143292,Mahoganny Tree Drive,Named corridor,0.0005091649694501018
3704167985,5100510933,Fountain Tree Drive,Named corridor,0.0005091649694501018
6695329706,6695329705,Unnamed / Residential,Residual road group,0.0005091649694501018
13206464869,13206464899,Tom Ben's Estate Drive,Named corridor,0.0005091649694501018
7511316587,7674814917,Unnamed / Residential,Residual road group,0.0005091649694501018
7511316587,7511316592,Unnamed / Residential,Residual road group,0.0005091649694501018
5118264318,5118264317,Unnamed / Residential,Residual road group,0.0005091649694501018
5103841080,303245643,King of the Sea Road,Named corridor,0.0005091649694501018
303245708,7503754458,Organ Pipe Cactus Drive,Named corridor,0.0005091649694501018
1795509300,1795509368,Billy Holiday Drive,Named corridor,0.0005091649694501018
5103937177,1791645415,Unnamed / Residential,Residual road group,0.0005091649694501018
5111244021,5105865505,Popular Tree Drive,Named corridor,0.0005091649694501018
5111284814,5111284813,Unnamed / Residential,Residual road group,0.0005091649694501018
303291457,5105928236,Silver Maple Tree Drive,Named corridor,0.0005091649694501018
303291459,5100181704,Silk Tree Drive,Named corridor,0.0005091649694501018
271823449,5092133591,Caribou Drive,Named corridor,0.0005091649694501018
279565023,5092082930,Chameleon Drive,Named corridor,0.0005091649694501018
4283387758,4283387753,Windsor Road,Named corridor,0.0005091649694501018
5092713950,1927155635,Lane 5,Named corridor,0.0005091649694501018
5105967519,5105967728,Unnamed / Residential,Residual road group,0.0005091649694501018
5113616607,1790494634,Rubber Tree Drive,Named corridor,0.0005091649694501018
5081179360,5081179367,Unnamed / Residential,Residual road group,0.0005091649694501018
5106176825,5106176830,Unnamed / Residential,Residual road group,0.0005091649694501018
5106176825,5105271292,Zorg en Rust Road,Named corridor,0.0005091649694501018
5106558290,4283271730,Monrovia Road,Named corridor,0.0005091649694501018
4284453027,5128327735,Begonia Drive,Named corridor,0.0005091649694501018
5106084652,5106084655,Unnamed / Residential,Residual road group,0.0005091649694501018
4283126300,5109600298,Unnamed / Residential,Residual road group,0.0005091649694501018
5105900094,1795530477,Clam Shell Drive,Named corridor,0.0005091649694501018
10043560157,1790494619,Mahoe Tree Drive,Named corridor,0.0005091649694501018
1111760460,1111760461,Stockholm Drive,Named corridor,0.0005091649694501018
6693549245,7517679949,Unnamed / Residential,Residual road group,0.0005091649694501018
5098348157,5106192246,Unnamed / Residential,Residual road group,0.0005091649694501018
3658023354,3658023352,Halley's Drive,Named corridor,0.0005091649694501018
272111715,1793043930,Peterson's Drive,Named corridor,0.0005091649694501018
272111711,1791624400,Vlaun's Drive,Named corridor,0.0005091649694501018
5111243519,5105865503,Unnamed / Residential,Residual road group,0.0005091649694501018
2970143311,2970143318,Unnamed / Residential,Residual road group,0.0005091649694501018
5118264426,5316765669,Amazone Road,Named corridor,0.0005091649694501018
5113997839,5113997840,Unnamed / Residential,Residual road group,0.0005091649694501018
5109568453,5109568457,Unnamed / Residential,Residual road group,0.0005091649694501018
12648583079,12648583080,Unnamed / Residential,Residual road group,0.0005091649694501018
6677367413,303244474,Montevideo Road,Named corridor,0.0005091649694501018
303244591,303244632,Unresolved multi-name edge,Residual road group,0.0005091649694501018
303244639,303244326,Nazareth Road,Named corridor,0.0005091649694501018
303244494,303244457,George C. de Weever Road,Named corridor,0.0005091649694501018
2669988943,3283102681,Emerald Merit Road,Named corridor,0.0005091649694501018
1791624399,1791624401,Robert's Drive,Named corridor,0.0005091649694501018
5102796571,5102796576,Unnamed / Residential,Residual road group,0.0005091649694501018
5102796571,5102796580,Unnamed / Residential,Residual road group,0.0005091649694501018
3656887996,3656887992,Warsaw Drive,Named corridor,0.0005091649694501018
1946839564,4284453032,Gladiola Drive,Named corridor,0.0005091649694501018
1946839564,5128015789,Tulip Drive,Named corridor,0.0005091649694501018
6693513371,12747121524,Unnamed / Residential,Residual road group,0.0005091649694501018
5106110745,5106110748,Unnamed / Residential,Residual road group,0.0005091649694501018
4284401599,5106516493,Unnamed / Residential,Residual road group,0.0005091649694501018
271824187,5106587171,Unnamed / Residential,Residual road group,0.0005091649694501018
5116134150,5116134148,Unnamed / Residential,Residual road group,0.0005091649694501018
271824177,3657008621,Gumbs Drive,Named corridor,0.0005091649694501018
271809226,1947680296,Kanaal Steeg,Named corridor,0.0005091649694501018
5103937178,5115324009,Unnamed / Residential,Residual road group,0.0005091649694501018
5097778760,5083871285,Tigiris Road,Named corridor,0.0005091649694501018
5097778760,5298269684,Indus Drive,Named corridor,0.0005091649694501018
5097820165,5097820173,Tisza Drive,Named corridor,0.0005091649694501018
271804495,271804508,White Sands Road,Named corridor,0.0005091649694501018
2670042478,5097820159,Unnamed / Residential,Residual road group,0.0005091649694501018
279563499,279563500,Rhino Drive,Named corridor,0.0005091649694501018
5105797417,5106278530,Quilletor Drive,Named corridor,0.0005091649694501018
1840729286,1946846041,Cupper Drive,Named corridor,0.0005091649694501018
1918592985,1950775997,Unnamed / Residential,Residual road group,0.0005091649694501018
2670042478,5298294405,Unnamed / Residential,Residual road group,0.0005091649694501018
5111284779,5111284782,Unnamed / Residential,Residual road group,0.0005091649694501018
